timestamp,score
2026-05-06 11:21:49,-1
2026-05-06 11:24:09,2
2026-05-06 11:25:51,-2
2026-05-06 11:45:03,-2
2026-05-06 11:45:23,-1
2026-05-06 13:19:58,-2
2026-05-06 13:28:43,-2
